Frec[Hz],Fase [°],|Z|[ohm],Rs[ohm],Ls[H],Q
10,7.585190935,0.4801754954,0.4759738114,0.001008775855,0.133165428
10.59253725,6.341350236,0.4811085871,0.4781649249,0.0007984272254,0.1111315802
11.22018454,8.349038179,0.4765494152,0.4714988851,0.0009815306021,0.1467584251
11.88502227,9.509024312,0.4796728759,0.4730819756,0.001061165409,0.167504528
12.58925412,8.193250813,0.4799448227,0.4750460379,0.0008646969328,0.1439819618
13.33521432,8.396579906,0.4723103615,0.4672476909,0.000823136342,0.1476061596
14.12537545,10.50014383,0.4810963153,0.473040093,0.0009878501903,0.1853416414
14.96235656,9.864280101,0.4885305295,0.4813082507,0.0008902398471,0.1738855892
15.84893192,11.23846128,0.4863916209,0.4770648425,0.0009519234149,0.198703019
16.78804018,12.24039204,0.4817282914,0.4707770046,0.0009682475526,0.2169456942
17.7827941,12.19291218,0.4859511916,0.4749891186,0.0009185751263,0.2160781679
18.83649089,13.54434755,0.4935267859,0.4798012828,0.0009765936397,0.2408975344
19.95262315,14.32609233,0.4843346891,0.4692734051,0.0009559520193,0.2553818454
21.1348904,14.8222522,0.4920976073,0.4757226201,0.0009479991853,0.264626925
22.38721139,16.80151595,0.4893644918,0.468474427,0.001005625473,0.3019466707
23.71373706,16.02264521,0.4899295035,0.4708970552,0.0009075905408,0.287173165
25.11886432,17.66095183,0.4996496998,0.4761004422,0.0009604572825,0.3183899402
26.6072506,17.84587108,0.4983149487,0.4743381998,0.000913469976,0.3219482323
28.18382931,19.6436914,0.5116732157,0.4818945393,0.0009713406654,0.3569434643
29.85382619,20.63143902,0.5060551694,0.4735999963,0.0009506019763,0.3765016561
31.6227766,21.5658079,0.50763689,0.4721002792,0.0009391023489,0.3952378588
33.49654392,22.25457176,0.5254206397,0.4862822074,0.0009454712564,0.4092039518
35.48133892,23.71746048,0.5259409885,0.4815200442,0.0009489168386,0.4393328234
37.58374043,25.02757371,0.5271526547,0.4776552852,0.0009443929154,0.4668936865
39.81071706,25.9301885,0.531104808,0.4776371635,0.0009284439766,0.4862251968
42.16965034,27.18922962,0.5367725196,0.4774603812,0.0009256797642,0.5136925861
44.66835922,29.75496519,0.5554000311,0.4821737637,0.0009821166588,0.5716620606
47.3151259,30.65227993,0.5602832009,0.4819988579,0.0009608381054,0.5926306071
50.11872336,31.24277326,0.5639170677,0.4821362902,0.0009288009866,0.6066423349
53.08844442,33.11679884,0.5730046142,0.4799249231,0.0009385280409,0.6523096708
56.23413252,34.8423112,0.581908618,0.4775884231,0.0009409232517,0.6961138559
59.56621435,37.04477223,0.5912310743,0.4718999471,0.0009516788081,0.754779921
63.09573445,38.63108951,0.6000931216,0.4687818438,0.0009450060702,0.7991783012
66.83439176,40.64156765,0.6312879635,0.4790206602,0.0009791411804,0.8583629027
70.79457844,41.40706637,0.6443639079,0.4832919419,0.0009581166782,0.8818378072
74.98942093,43.55051125,0.6535761905,0.4736906146,0.0009557221719,0.9506414571
79.43282347,44.91805563,0.6794934711,0.4811611237,0.0009613209461,0.9971436849
84.13951416,46.38343407,0.6968140566,0.4806824705,0.0009542431902,1.049495675
89.12509381,48.22333912,0.7154069183,0.4766246565,0.000952719473,1.119356447
94.40608763,49.58682001,0.7466432343,0.4840451232,0.0009583849312,1.17444855
100,51.38482542,0.7633065101,0.4763693324,0.0009492215992,1.251998145
105.9253725,52.75437736,0.7862556722,0.4758680147,0.0009404231513,1.315275303
112.2018454,54.09772031,0.8256755212,0.4841799124,0.0009486901172,1.381330106
118.8502227,55.64127892,0.8517399603,0.4806985267,0.0009415750037,1.462722689
125.8925412,57.44839922,0.8868959741,0.4772023181,0.0009450887289,1.566570368
133.3521432,58.08637044,0.9205285551,0.4866284674,0.000932580396,1.605715645
141.2537545,59.90890392,0.9717566596,0.4872157432,0.0009473465947,1.725708561
149.6235656,61.49121516,1.006450246,0.4803721594,0.0009407512116,1.841097657
158.4893192,62.73118292,1.05873546,0.4850764442,0.0009450270426,1.940054451
167.8804018,64.5879818,1.105684523,0.4744764341,0.0009467974355,2.104855537
177.827941,65.7815564,1.166231253,0.4784074492,0.0009519058272,2.223186622
188.3649089,67.55318054,1.219557082,0.4656582917,0.0009523670495,2.420565778
199.5262315,68.16494126,1.280516699,0.4762701277,0.00094814394,2.495748387
211.348904,68.96547194,1.342083911,0.4817148308,0.0009433024981,2.600404061
223.8721139,70.07798976,1.42052971,0.4840323415,0.0009494475446,2.759157318
237.1373706,71.40719285,1.497132422,0.477346188,0.0009523595056,2.972674314
251.1886432,72.73544159,1.586619303,0.4708835858,0.0009599995434,3.217639191
266.072506,73.0155973,1.654223879,0.4832175947,0.0009463392664,3.274040066
281.8382931,73.88130819,1.747526542,0.4851624334,0.0009480397886,3.46034394
298.5382619,74.94215729,1.846846177,0.4797996652,0.0009507731694,3.717036668
316.227766,76.0394201,1.952855469,0.4711347105,0.0009538250904,4.022569061
334.9654392,76.60439314,2.0618603,0.4776780117,0.0009530157823,4.198988746
354.8133892,77.02913897,2.165695664,0.4861022794,0.0009466565064,4.341548281
375.8374043,77.81671239,2.292556371,0.4838203828,0.0009489578467,4.631723537
398.1071706,78.47404269,2.420082293,0.4835611433,0.0009479881227,4.903784411
421.6965034,79.01662735,2.555069217,0.4868023069,0.0009466596299,5.152536748
446.6835922,79.45425845,2.716435357,0.4971631936,0.0009515272407,5.371580953
473.151259,80.28905309,2.86097158,0.4825821188,0.000948562101,5.843518337
501.1872336,80.8133456,3.033614681,0.4843203907,0.0009509857911,6.183311739
530.8844442,81.36840244,3.203316642,0.4807556881,0.0009494519955,6.587618623
562.3413252,81.78009289,3.38745461,0.48431393,0.0009488746969,6.922481017
595.6621435,82.33998987,3.589166199,0.4784160828,0.0009504316017,7.435239557
630.9573445,82.73377435,3.788115879,0.4791204832,0.000947854252,7.842900276
668.3439176,83.074185,4.017586587,0.4844571439,0.0009497400683,8.232453087
707.9457844,83.48472717,4.252308759,0.4825012142,0.0009497974476,8.756135145
749.8942093,83.70930756,4.506789499,0.4938217391,0.0009507460139,9.071397068
794.3282347,84.0868809,4.772285127,0.4916422106,0.0009511074316,9.655177912
841.3951416,84.40414205,5.032621631,0.4907357272,0.0009474140328,10.20638636
891.2509381,84.67011462,5.336789208,0.4957340462,0.0009488954993,10.71888246
944.0608763,84.98079181,5.66692007,0.4957971838,0.0009516969603,11.38608692
1000,85.21659119,5.983900397,0.4989931727,0.0009490502777,11.95018106
1059.253725,85.38941999,6.33597202,0.5093043391,0.0009489115861,12.4001872
1122.018454,85.73731747,6.707089736,0.4985328261,0.0009487487564,13.41644109
1188.502227,86.02027504,7.110102057,0.49346572,0.0009498334835,14.37375887
1258.925412,86.19313356,7.54396764,0.5008702524,0.0009516135713,15.02848688
1333.521432,86.53933801,7.990188156,0.4823135501,0.0009518849698,16.53616795
1412.537545,86.66737193,8.453622332,0.4914305435,0.0009508847993,17.17297857
1496.235656,86.7078296,8.964648777,0.51481827,0.0009519981207,17.38449216
1584.893192,86.92709369,9.458985786,0.5070643021,0.0009485053757,18.62758819
1678.804018,87.27213682,10.02758048,0.4772347105,0.0009495632271,20.98803272
1778.27941,87.37380407,10.62437845,0.4868060242,0.0009498768335,21.80174322
1883.649089,87.54837937,11.22881263,0.4803214006,0.0009478863591,23.3563086
1995.262315,87.55182702,11.86922583,0.5070020346,0.0009459015767,23.38924029
2113.48904,87.80243147,12.58460529,0.4825617634,0.0009469786952,26.05956548
2238.721139,87.87671693,13.35459327,0.4947849962,0.0009487515908,26.97216848
2371.373706,88.06139796,14.13936443,0.4783139576,0.000948421479,29.54392521
2511.886432,88.09320378,15.0054594,0.4992875937,0.000950230316,30.03709828
2660.72506,88.11854759,15.84267852,0.5201410889,0.0009471408073,30.4420051
2818.382931,88.36094635,16.78113293,0.4799904288,0.0009472479668,34.94708632
2985.382619,88.32684238,17.81111164,0.5200481103,0.0009491305578,34.23436697
