Frec[Hz],Fase [°],|Z|[ohm],Rs[ohm],Ls[H],Q
354813.3892,114.1759004,5848.971067,-2395.383772,0.002393501414,2.227606384
375837.4043,113.408794,6428.220282,-2553.859579,0.002498093062,2.309890896
398107.1706,112.5290298,7061.592338,-2705.659569,0.002607635651,2.410758054
421696.5034,111.7891401,7778.613082,-2887.357721,0.002726029149,2.501553358
446683.5922,110.9183481,8595.968019,-3069.079891,0.002860906945,2.6162269
473151.259,110.0539382,9479.454182,-3250.548604,0.002995299506,2.739450509
501187.2336,109.0416071,10504.63396,-3427.186058,0.00315327901,2.897374182
530884.4442,108.1127013,11673.0631,-3629.005105,0.003326080797,3.057208681
562341.3252,107.0760115,13027.00244,-3825.250676,0.003524393365,3.255399878
595662.1435,106.0625412,14602.85563,-4040.412373,0.003749413574,3.473101882
630957.3445,105.0109151,16478.38957,-4267.953229,0.004014731433,3.729208927
668343.9176,103.8657884,18790.55637,-4503.126407,0.00434426458,4.051184268
707945.7844,102.7825554,21597.78001,-4778.543116,0.0047351136,4.407727752
749894.2093,101.5907462,25213.9524,-5065.97996,0.005242196016,4.875617834
794328.2347,100.3184839,30049.25987,-5382.411767,0.005923423482,5.49257166
841395.1416,98.93765768,36769.98828,-5712.573982,0.006870813032,6.358521755
891250.9381,97.35414964,47075.71087,-6025.784234,0.008337381971,7.748113794
944060.8763,95.37268107,64138.10933,-6005.482941,0.01076524965,10.63300545
1000000,91.65047535,100772.7775,-2902.482267,0.01603183176,34.70511118
